tipo,archivo,duracion_original,sampling_rate_original
VT,2018-04-14-1451-40S.LC10__001_00_01,29.995,200.0
HY,2018-05-08-1747-13S.LC10__001_00_01,106.995,200.0
TR,2018-04-22-1738-01S.LC10__001_00_01,138.995,200.0
VT,2018-05-02-1111-00S.LC10__001_00_01,29.995,200.0
VT,2018-04-22-1825-41S.LC10__001_00_01,9.995,200.0
TC,2018-05-12-0146-25S.LC10__001_00_01,82.995,200.0
VT,2018-04-11-1413-49S.LC07__001_00_01,16.995,200.0
TR,2018-07-02-1716-25S.LC07__001_00_01,13.995,200.0
TC,2018-05-16-2331-53S.LC10__001_00_01,106.995,200.0
TC,2018-06-25-0719-30S.LC04__001_00_01,149.995,200.0
VT,2018-05-12-1204-40S.LC10__001_00_01,29.995,200.0
TC,2018-07-28-0313-42S.LC10__001_00_01,167.995,200.0
VT,2018-03-13-0446-05S.LC10__001_00_01,14.995,200.0
VT,2018-04-01-0920-10S.LC10__001_00_01,13.995,200.0
TC,2018-03-30-0937-31S.LC07__001_00_01,34.995,200.0
TR,2018-04-19-0643-22S.LC10__001_00_01,19.995,200.0
VT,2018-03-12-2331-51S.LC10__001_00_01,12.995,200.0
VT,2018-04-09-1849-13S.LC10__001_00_01,9.995,200.0
LP,2018-10-15-0945-15S.LC06__001_00_01,44.995,200.0
TC,2018-05-17-0001-15S.LC10__001_00_01,24.995,200.0
LP,2018-04-29-0040-53S.LC10__001_00_01,125.995,200.0
LP,2018-06-02-0133-05S.LC10__001_00_01,14.995,200.0
TC,2018-06-05-1844-05S.LC09__001_00_01,154.995,200.0
LP,2018-03-13-0343-49S.B2DA__001_00_01,10.998,500.0
LP,2018-08-17-2021-40S.LC09__001_00_01,89.995,200.0
VT,2018-05-24-0329-43S.LC07__001_00_01,21.995,200.0
TC,2018-07-01-1801-00S.LC10__001_00_01,119.995,200.0
VT,2018-07-04-0327-20S.LC10__001_00_01,29.995,200.0
TC,2018-04-06-0327-39S.LC07__001_00_01,9.995,200.0
VT,2018-03-07-1312-02S.LC10__001_00_01,17.995,200.0
TC,2018-06-21-0339-35S.LC10__001_00_01,24.995,200.0
TC,2018-09-30-1934-28S.LC05__001_00_01,71.995,200.0
VT,2018-03-21-0644-12S.LC10__001_00_01,25.995,200.0
VT,2018-05-11-2109-30S.LC10__001_00_01,49.995,200.0
VT,2018-06-19-1421-21S.LC10__001_00_01,18.995,200.0
VT,2018-06-13-0401-10S.LC10__001_00_01,19.995,200.0
VT,2018-08-30-1749-30S.LC04__001_00_01,24.995,200.0
TR,2018-05-15-0611-40S.LC10__001_00_01,39.995,200.0
LP,2018-08-15-0929-26S.LC05__001_00_01,158.995,200.0
VT,2018-09-09-2318-55S.LC05__001_00_01,14.995,200.0
TC,2018-04-15-1036-56S.LC10__001_00_01,24.995,200.0
TC,2018-05-23-1745-15S.B2DA__001_00_01,54.998,500.0
TC,2018-05-07-1230-56S.LC10__001_00_01,63.995,200.0
VT,2018-03-26-2245-08S.LC10__001_00_01,9.995,200.0
TC,2018-04-17-0019-22S.LC07__001_00_01,24.995,200.0
TC,2018-10-08-2137-44S.LC09__001_00_01,25.995,200.0
VT,2018-03-09-1909-25S.LC10__001_00_01,14.995,200.0
TC,2018-04-05-0721-28S.LC07__001_00_01,26.995,200.0
VT,2018-06-26-0522-43S.LC10__001_00_01,8.995,200.0
VT,2018-04-03-0612-23S.LC10__001_00_01,20.995,200.0
VT,2018-04-26-2310-01S.LC10__001_00_01,9.995,200.0
TR,2018-06-23-2040-00S.LC10__001_00_01,49.995,200.0
TC,2018-07-10-1834-13S.LC10__001_00_01,109.995,200.0
VT,2018-07-03-2242-14S.LC10__001_00_01,9.995,200.0
VT,2018-04-25-0157-03S.LC10__001_00_01,13.995,200.0
VT,2018-03-11-1035-16S.LC10__001_00_01,13.995,200.0
TC,2018-08-30-2021-45S.LC05__001_00_01,34.995,200.0
TC,2018-05-18-0351-10S.B2DA__001_00_01,69.998,500.0
TR,2018-04-20-0516-25S.LC10__001_00_01,22.995,200.0
LP,2018-05-14-1250-20S.LC10__001_00_01,24.995,200.0
LP,2018-09-08-2244-50S.LC05__001_00_01,169.995,200.0
TC,2018-04-20-0328-44S.LC10__001_00_01,14.995,200.0
TC,2018-05-12-0502-16S.LC10__001_00_01,63.995,200.0
TC,2018-07-28-1346-40S.LC10__001_00_01,29.995,200.0
LP,2018-06-08-0717-25S.LC08__001_00_01,24.995,200.0
VT,2018-05-28-0645-30S.LC10__001_00_01,109.995,200.0
TC,2018-06-10-0019-40S.LC10__001_00_01,159.995,200.0
VT,2018-03-10-0716-23S.LC10__001_00_01,10.995,200.0
TC,2018-10-15-1706-10S.LC05__001_00_01,94.995,200.0
TC,2018-04-11-1730-43S.LC10__001_00_01,86.995,200.0
TC,2018-03-11-1237-14S.LC10__001_00_01,15.995,200.0
TC,2018-06-18-1227-44S.LC10__001_00_01,25.995,200.0
LP,2018-05-02-2048-40S.LC10__001_00_01,89.995,200.0
VT,2018-08-05-0327-23S.LC03__001_00_01,21.995,200.0
TC,2018-04-21-0128-46S.LC10__001_00_01,18.995,200.0
LP,2018-06-23-0716-00S.LC10__001_00_01,99.995,200.0
TC,2018-04-19-0558-58S.LC10__001_00_01,19.995,200.0
TC,2018-09-04-1336-10S.LC05__001_00_01,79.995,200.0
VT,2018-03-28-0551-05S.LC10__001_00_01,9.995,200.0
TC,2018-03-24-1825-00S.LC10__001_00_01,149.995,200.0
TC,2018-05-27-1116-10S.LC10__001_00_01,119.995,200.0
TC,2018-06-11-1108-40S.LC04__001_00_01,59.995,200.0
TC,2018-04-01-0900-09S.LC10__001_00_01,12.995,200.0
VT,2018-04-19-0618-42S.LC10__001_00_01,29.995,200.0
TC,2018-04-07-1122-45S.LC10__001_00_01,14.995,200.0
HY,2018-08-27-1242-47S.LC05__001_00_01,112.995,200.0
VT,2018-04-11-0341-25S.LC10__001_00_01,19.995,200.0
TC,2018-06-21-0459-00S.LC10__001_00_01,24.995,200.0
VT,2018-05-28-1904-30S.LC04__001_00_01,29.995,200.0
TC,2018-05-04-0941-50S.B2DA__001_00_01,49.998,500.0
VT,2018-03-06-1203-57S.LC07__001_00_01,14.995,200.0
TC,2018-10-19-1852-36S.LC05__001_00_01,73.995,200.0
VT,2018-04-09-0543-53S.LC10__001_00_01,14.995,200.0
VT,2018-06-04-2151-00S.LC10__001_00_01,34.995,200.0
LP,2018-10-13-1131-30S.LC05__001_00_01,59.995,200.0
VT,2018-06-16-2116-55S.LC09__001_00_01,74.995,200.0
LP,2018-09-11-2028-00S.LC05__001_00_01,99.995,200.0
TR,2018-06-16-2027-20S.LC10__001_00_01,29.995,200.0
TC,2018-09-20-2239-05S.LC05__001_00_01,174.995,200.0
LP,2018-09-18-2352-00S.LC05__001_00_01,249.995,200.0
TC,2018-06-12-0526-00S.LC09__001_00_01,139.995,200.0
VT,2018-06-20-2223-00S.LC04__001_00_01,39.995,200.0
VT,2018-05-20-1306-45S.LC10__001_00_01,24.995,200.0
VT,2018-06-19-1316-44S.LC10__001_00_01,15.995,200.0
TR,2018-04-09-2318-30S.LC10__001_00_01,19.995,200.0
TR,2018-04-11-1358-58S.LC10__001_00_01,21.995,200.0
TR,2018-05-28-1018-30S.LC10__001_00_01,34.995,200.0
TC,2018-06-28-2208-16S.LC10__001_00_01,73.995,200.0
VT,2018-03-07-2112-07S.LC10__001_00_01,8.995,200.0
TC,2018-03-21-0309-09S.B2DA__001_00_01,147.998,500.0
VT,2018-06-04-0346-52S.LC10__001_00_01,17.995,200.0
VT,2018-04-19-2309-26S.LC10__001_00_01,19.995,200.0
VT,2018-06-04-0534-48S.LC10__001_00_01,16.995,200.0
LP,2018-09-22-1311-25S.LC08__001_00_01,29.995,200.0
TC,2018-04-14-1336-46S.LC10__001_00_01,19.995,200.0
VT,2018-04-01-0630-38S.LC10__001_00_01,18.995,200.0
TR,2018-09-27-1916-14S.LC05__001_00_01,55.995,200.0
VT,2018-05-03-1202-25S.LC10__001_00_01,14.995,200.0
VT,2018-03-16-2247-46S.LC10__001_00_01,9.995,200.0
VT,2018-05-11-1409-30S.LC10__001_00_01,14.995,200.0
VT,2018-05-01-1813-25S.LC10__001_00_01,34.995,200.0
VT,2018-05-09-0758-05S.LC07__001_00_01,19.995,200.0
TC,2018-05-15-0014-25S.LC10__001_00_01,154.995,200.0
VT,2018-05-01-0924-16S.LC10__001_00_01,17.995,200.0
TC,2018-05-13-2112-00S.LC10__001_00_01,69.995,200.0
LP,2018-03-05-1849-32S.LC03__001_00_01,117.995,200.0
TC,2018-06-03-1831-20S.LC10__001_00_01,79.995,200.0
TC,2018-04-14-2039-11S.LC10__001_00_01,13.995,200.0
VT,2018-03-29-1104-37S.LC10__001_00_01,9.995,200.0
TC,2018-06-13-2058-00S.LC09__001_00_01,118.995,200.0
TC,2018-04-23-1411-24S.LC10__001_00_01,75.995,200.0
TC,2018-05-26-2325-10S.LC10__001_00_01,29.995,200.0
TC,2018-07-25-1706-22S.LC10__001_00_01,14.995,200.0
TR,2018-04-28-0502-35S.LC07__001_00_01,19.995,200.0
TC,2018-06-20-2147-48S.LC08__001_00_01,111.995,200.0
LP,2018-04-10-1021-23S.LC10__001_00_01,238.995,200.0
TR,2018-05-13-0050-32S.LC10__001_00_01,21.995,200.0
LP,2018-03-15-0039-26S.LC05__001_00_01,19.995,200.0
VT,2018-03-11-0531-32S.LC10__001_00_01,9.995,200.0
VT,2018-03-12-0740-02S.LC07__001_00_01,12.995,200.0
TR,2018-06-20-1711-38S.LC10__001_00_01,31.995,200.0
TC,2018-05-31-1825-10S.LC10__001_00_01,79.995,200.0
TC,2018-03-29-1336-06S.LC10__001_00_01,103.995,200.0
LP,2018-05-05-1818-40S.B2DA__001_00_01,119.998,500.0
VT,2018-05-03-1154-25S.LC10__001_00_01,24.995,200.0
TC,2018-07-29-1056-13S.LC10__001_00_01,106.995,200.0
TC,2018-04-03-0309-30S.LC10__001_00_01,14.995,200.0
TC,2018-04-10-0924-05S.LC10__001_00_01,24.995,200.0
TC,2018-07-12-2122-20S.LC08__001_00_01,89.995,200.0
TC,2018-05-13-0307-06S.LC07__001_00_01,43.995,200.0
VT,2018-03-30-1328-06S.LC10__001_00_01,9.995,200.0
TC,2018-06-04-1749-29S.LC10__001_00_01,80.995,200.0
VT,2018-05-15-1815-26S.LC10__001_00_01,53.995,200.0
TC,2018-04-02-1202-57S.B2DA__001_00_01,102.998,500.0
TC,2018-05-05-0706-43S.LC10__001_00_01,106.995,200.0
TC,2018-05-15-1837-20S.LC10__001_00_01,99.995,200.0
VT,2018-03-29-1947-55S.LC10__001_00_01,14.995,200.0
VT,2018-06-12-1431-35S.LC10__001_00_01,16.995,200.0
VT,2018-03-06-0124-36S.LC06__001_00_01,53.995,200.0
TC,2018-08-14-2022-41S.LC05__001_00_01,78.995,200.0
LP,2018-06-01-1203-17S.LC07__001_00_01,17.995,200.0
TC,2018-06-02-0454-40S.LC10__001_00_01,99.995,200.0
TC,2018-04-05-1223-12S.LC07__001_00_01,15.995,200.0
LP,2018-06-27-2124-00S.LC10__001_00_01,39.995,200.0
TC,2018-08-31-1746-10S.LC05__001_00_01,69.995,200.0
VT,2018-06-21-1119-55S.LC10__001_00_01,14.995,200.0
VT,2018-04-29-2052-30S.LC10__001_00_01,9.995,200.0
VT,2018-04-29-0004-39S.LC10__001_00_01,9.995,200.0
TR,2018-03-08-1918-28S.LC10__001_00_01,21.995,200.0
VT,2018-05-02-0511-44S.LC10__001_00_01,10.995,200.0
VT,2018-04-30-1927-18S.LC10__001_00_01,9.995,200.0
LP,2018-08-18-2013-00S.LC08__001_00_01,164.995,200.0
LP,2018-09-02-1813-26S.LC05__001_00_01,233.995,200.0
LP,2018-06-20-1112-25S.LC08__001_00_01,134.995,200.0
VT,2018-03-09-0035-18S.LC10__001_00_01,8.995,200.0
VT,2018-03-12-1004-08S.LC10__001_00_01,9.995,200.0
VT,2018-03-19-0907-52S.LC10__001_00_01,12.995,200.0
TC,2018-05-24-2259-05S.LC10__001_00_01,24.995,200.0
LP,2018-10-19-1829-10S.LC05__001_00_01,49.995,200.0
VT,2018-05-13-0504-48S.LC10__001_00_01,11.995,200.0
TR,2018-06-01-0431-15S.LC10__001_00_01,44.995,200.0
TC,2018-08-25-0927-30S.LC08__001_00_01,149.995,200.0
VT,2018-04-28-2047-53S.LC10__001_00_01,9.995,200.0
VT,2018-05-27-2356-40S.LC10__001_00_01,39.995,200.0
TC,2018-09-22-1931-41S.LC09__001_00_01,158.995,200.0
TR,2018-05-29-0322-00S.LC10__001_00_01,29.995,200.0
TC,2018-04-19-0636-57S.LC10__001_00_01,29.995,200.0
VT,2018-04-14-1045-18S.LC07__001_00_01,9.995,200.0
VT,2018-03-19-0054-50S.LC10__001_00_01,15.995,200.0
VT,2018-04-03-0305-31S.LC07__001_00_01,8.995,200.0
TC,2018-08-10-2222-12S.LC05__001_00_01,127.995,200.0
VT,2018-06-18-0433-10S.LC10__001_00_01,19.995,200.0
VT,2018-05-26-1457-00S.LC10__001_00_01,19.995,200.0
LP,2018-07-12-1218-42S.LC06__001_00_01,12.995,200.0
LP,2018-05-02-0916-00S.LC10__001_00_01,179.995,200.0
TC,2018-05-18-0443-25S.LC07__001_00_01,19.995,200.0
TR,2018-10-02-2145-00S.LC09__001_00_01,29.995,200.0
VT,2018-07-03-2213-02S.LC10__001_00_01,15.995,200.0
VT,2018-05-12-2221-15S.LC10__001_00_01,9.995,200.0
VT,2018-03-14-1118-58S.LC10__001_00_01,8.995,200.0
TC,2018-05-31-0728-44S.LC10__001_00_01,45.995,200.0
TC,2018-06-21-1152-10S.LC10__001_00_01,29.995,200.0
TC,2018-04-11-0536-28S.LC10__001_00_01,14.995,200.0
LP,2018-09-13-1452-60S.LC05__001_00_01,179.995,200.0
LP,2018-06-22-1949-23S.LC01__001_00_01,26.995,200.0
TR,2018-04-03-0510-18S.LC10__001_00_01,18.995,200.0
TC,2018-05-02-2043-30S.LC10__001_00_01,89.995,200.0
VT,2018-03-08-0005-41S.LC10__001_00_01,12.995,200.0
TC,2018-05-26-1850-50S.LC04__001_00_01,79.995,200.0
VT,2018-04-05-1020-22S.LC10__001_00_01,7.995,200.0
VT,2018-03-12-0345-31S.LC10__001_00_01,13.995,200.0
TC,2018-06-20-2111-30S.LC10__001_00_01,59.995,200.0
TC,2018-05-16-2225-34S.LC10__001_00_01,65.995,200.0
VT,2018-05-02-1008-35S.LC10__001_00_01,34.995,200.0
VT,2018-10-08-1003-35S.LC09__001_00_01,19.995,200.0
VT,2018-03-22-0612-14S.LC10__001_00_01,11.995,200.0
LP,2018-05-06-0022-00S.LC10__001_00_01,139.995,200.0
TC,2018-04-19-0535-15S.LC07__001_00_01,39.995,200.0
TR,2018-04-07-1835-37S.LC10__001_00_01,21.995,200.0
TC,2018-04-15-0322-24S.LC10__001_00_01,24.995,200.0
TC,2018-05-21-0455-21S.LC10__001_00_01,218.995,200.0
LP,2018-10-12-0358-45S.LC05__001_00_01,73.995,200.0
TR,2018-04-01-0949-23S.LC10__001_00_01,8.995,200.0
HY,2018-03-19-0754-05S.LC10__001_00_01,12.995,200.0
LP,2018-05-01-0040-10S.LC07__001_00_01,89.995,200.0
TC,2018-03-29-1438-50S.LC10__001_00_01,29.995,200.0
TC,2018-06-30-1952-26S.LC09__001_00_01,73.995,200.0
TC,2018-08-18-1700-50S.LC09__001_00_01,59.995,200.0
VT,2018-03-28-2257-32S.LC10__001_00_01,9.995,200.0
TC,2018-10-14-2100-14S.LC05__001_00_01,85.995,200.0
HY,2018-09-11-2236-57S.LC05__001_00_01,22.995,200.0
TC,2018-06-15-1303-10S.LC10__001_00_01,49.995,200.0
TC,2018-03-15-1232-07S.LC10__001_00_01,19.995,200.0
VT,2018-05-01-1829-15S.LC10__001_00_01,34.995,200.0
TC,2018-06-17-2203-57S.LC10__001_00_01,72.995,200.0
TC,2018-08-30-1726-00S.LC08__001_00_01,179.995,200.0
TC,2018-04-27-1012-17S.LC07__001_00_01,24.995,200.0
VT,2018-05-02-0332-40S.LC10__001_00_01,14.995,200.0
VT,2018-03-29-0359-08S.LC10__001_00_01,19.995,200.0
TR,2018-03-23-1035-53S.LC07__001_00_01,29.995,200.0
LP,2018-09-26-1914-30S.LC05__001_00_01,199.995,200.0
LP,2018-03-17-0358-57S.LC09__001_00_01,57.995,200.0
VT,2018-03-10-0432-01S.LC10__001_00_01,13.995,200.0
TC,2018-04-28-0321-59S.LC10__001_00_01,102.995,200.0
VT,2018-04-27-0958-20S.LC10__001_00_01,13.995,200.0
TC,2018-05-08-0622-20S.LC10__001_00_01,39.995,200.0
LP,2018-05-29-0117-01S.LC10__001_00_01,138.995,200.0
TC,2018-03-30-0003-20S.LC07__001_00_01,19.995,200.0
TC,2018-06-22-1840-20S.LC10__001_00_01,59.995,200.0
TC,2018-03-20-0358-53S.LC10__001_00_01,19.995,200.0
TC,2018-10-07-0119-28S.LC08__001_00_01,161.995,200.0
TC,2018-10-20-0622-25S.LC08__001_00_01,174.995,200.0
VT,2018-04-01-1330-48S.LC07__001_00_01,8.995,200.0
TC,2018-06-19-1045-10S.LC08__001_00_01,151.995,200.0
VT,2018-06-16-0640-00S.LC10__001_00_01,19.995,200.0
TC,2018-06-04-1900-44S.LC10__001_00_01,75.995,200.0
VT,2018-03-07-0305-55S.LC10__001_00_01,9.995,200.0
LP,2018-05-12-1040-00S.LC10__001_00_01,139.995,200.0
VT,2018-05-22-1704-27S.LC07__001_00_01,47.995,200.0
VT,2018-04-14-0926-33S.LC10__001_00_01,16.995,200.0
VT,2018-10-08-1741-55S.LC05__001_00_01,19.995,200.0
LP,2018-08-11-1938-30S.LC06__001_00_01,69.995,200.0
TC,2018-04-05-2300-29S.LC10__001_00_01,21.995,200.0
VT,2018-03-24-1107-34S.LC10__001_00_01,9.995,200.0
TC,2018-08-05-0531-14S.LC09__001_00_01,95.995,200.0
VT,2018-04-04-1126-13S.LC10__001_00_01,17.995,200.0
TC,2018-05-21-0526-40S.B2DA__001_00_01,79.998,500.0
TC,2018-10-14-0523-00S.LC05__001_00_01,159.995,200.0
VT,2018-05-19-1048-40S.LC10__001_00_01,15.995,200.0
TC,2018-04-27-2310-23S.B2DA__001_00_01,67.998,500.0
VT,2018-04-02-2254-21S.LC10__001_00_01,10.995,200.0
LP,2018-03-06-1232-50S.LC08__001_00_01,39.995,200.0
VT,2018-06-03-1329-20S.LC04__001_00_01,19.995,200.0
TC,2018-04-29-1715-56S.B2DA__001_00_01,84.998,500.0
HY,2018-03-09-0614-52S.LC10__001_00_01,57.995,200.0
TC,2018-08-02-0530-03S.LC05__001_00_01,196.995,200.0
VT,2018-04-21-0737-15S.LC07__001_00_01,27.995,200.0
LP,2018-03-14-0452-09S.LC08__001_00_01,26.995,200.0
TC,2018-08-04-1830-30S.LC05__001_00_01,119.995,200.0
VT,2018-07-09-0337-53S.LC10__001_00_01,10.995,200.0
TC,2018-10-08-1724-54S.LC05__001_00_01,185.995,200.0
VT,2018-06-06-0323-10S.LC10__001_00_01,19.995,200.0
TC,2018-07-06-1914-44S.LC10__001_00_01,95.995,200.0
TR,2018-09-16-1757-19S.LC04__001_00_01,100.995,200.0
TC,2018-03-05-0027-52S.LC04__001_00_01,27.995,200.0
VT,2018-06-08-1042-55S.LC10__001_00_01,34.995,200.0
TC,2018-09-23-1745-00S.LC05__001_00_01,79.995,200.0
VT,2018-04-16-2024-25S.LC10__001_00_01,9.995,200.0
TR,2018-05-02-1126-37S.LC10__001_00_01,32.995,200.0
TC,2018-08-17-1318-12S.LC08__001_00_01,227.995,200.0
TC,2018-07-06-2318-10S.LC05__001_00_01,39.995,200.0
VT,2018-06-26-0346-13S.LC10__001_00_01,11.995,200.0
VT,2018-05-19-1115-40S.LC10__001_00_01,19.995,200.0
TC,2018-05-29-1219-12S.B2DA__001_00_01,107.998,500.0
TC,2018-04-02-0754-51S.LC10__001_00_01,33.995,200.0
LP,2018-04-04-0320-21S.LC06__001_00_01,18.995,200.0
VT,2018-05-24-2124-50S.LC10__001_00_01,49.995,200.0
VT,2018-03-22-1215-00S.B2DA__001_00_01,14.998,500.0
VT,2018-04-24-2104-46S.LC07__001_00_01,33.995,200.0
LP,2018-03-10-0538-50S.B2DA__001_00_01,14.998,500.0
TC,2018-08-03-2048-02S.LC06__001_00_01,87.995,200.0
TC,2018-09-23-2026-07S.LC05__001_00_01,142.995,200.0
VT,2018-06-16-1928-10S.LC10__001_00_01,29.995,200.0
LP,2018-06-06-0957-45S.LC10__001_00_01,24.995,200.0
TC,2018-05-14-0058-40S.LC10__001_00_01,29.995,200.0
TR,2018-06-23-2053-10S.LC10__001_00_01,69.995,200.0
VT,2018-03-13-0912-24S.LC10__001_00_01,10.995,200.0
VT,2018-05-01-0651-00S.LC10__001_00_01,9.995,200.0
TC,2018-09-07-1823-20S.LC05__001_00_01,64.995,200.0
VT,2018-06-21-2045-50S.LC10__001_00_01,29.995,200.0
VT,2018-03-28-0503-56S.LC10__001_00_01,9.995,200.0
TR,2018-04-04-0506-59S.LC10__001_00_01,19.995,200.0
TR,2018-06-22-2056-00S.LC10__001_00_01,119.995,200.0
VT,2018-04-25-1948-45S.LC10__001_00_01,9.995,200.0
TC,2018-09-25-2329-57S.LC05__001_00_01,92.995,200.0
TC,2018-09-28-1351-40S.LC05__001_00_01,219.995,200.0
HY,2018-04-10-2020-54S.LC10__001_00_01,58.995,200.0
VT,2018-05-13-0454-56S.LC10__001_00_01,15.995,200.0
TC,2018-08-04-1947-38S.LC09__001_00_01,46.995,200.0
TC,2018-05-11-0550-30S.LC10__001_00_01,79.995,200.0
TC,2018-04-22-0736-52S.LC10__001_00_01,42.995,200.0
HY,2018-09-30-2315-04S.LC05__001_00_01,65.995,200.0
VT,2018-04-07-1222-34S.LC10__001_00_01,6.995,200.0
VT,2018-06-18-1851-30S.LC10__001_00_01,39.995,200.0
TR,2018-10-19-1824-05S.LC05__001_00_01,114.995,200.0
TR,2018-04-14-0954-12S.LC10__001_00_01,19.995,200.0
VT,2018-03-11-1741-44S.LC10__001_00_01,7.995,200.0
TC,2018-09-16-1416-03S.LC05__001_00_01,136.995,200.0
VT,2018-06-21-1030-00S.LC10__001_00_01,14.995,200.0
VT,2018-06-14-0734-60S.LC10__001_00_01,19.995,200.0
VT,2018-03-11-1458-02S.LC10__001_00_01,14.995,200.0
TC,2018-09-07-2007-08S.LC08__001_00_01,171.995,200.0
TR,2018-06-16-1021-40S.LC10__001_00_01,19.995,200.0
TC,2018-05-04-1213-50S.LC10__001_00_01,39.995,200.0
TC,2018-07-07-2139-35S.LC05__001_00_01,9.995,200.0
TC,2018-05-12-0901-27S.LC10__001_00_01,112.995,200.0
VT,2018-05-06-1942-30S.LC10__001_00_01,24.995,200.0
VT,2018-03-09-0315-51S.LC10__001_00_01,16.995,200.0
VT,2018-10-08-0922-17S.LC09__001_00_01,16.995,200.0
VT,2018-04-20-0412-09S.LC07__001_00_01,10.995,200.0
TC,2018-05-01-1250-45S.LC10__001_00_01,54.995,200.0
TC,2018-04-05-2230-31S.B2DA__001_00_01,87.998,500.0
VT,2018-06-19-0152-14S.LC10__001_00_01,15.995,200.0
VT,2018-03-16-2100-36S.LC10__001_00_01,13.995,200.0
VT,2018-05-22-1945-00S.LC10__001_00_01,59.995,200.0
LP,2018-03-20-0136-39S.LC01__001_00_01,181.995,200.0
TC,2018-06-20-1854-00S.LC10__001_00_01,19.995,200.0
TC,2018-03-14-0345-11S.LC10__001_00_01,14.995,200.0
TC,2018-03-22-0349-35S.LC10__001_00_01,141.995,200.0
VT,2018-05-22-0016-50S.LC10__001_00_01,29.995,200.0
VT,2018-06-22-2317-45S.LC10__001_00_01,14.995,200.0
TC,2018-03-11-0947-50S.LC10__001_00_01,59.995,200.0
LP,2018-08-29-0426-51S.LC05__001_00_01,48.995,200.0
VT,2018-03-12-1728-27S.LC10__001_00_01,8.995,200.0
TC,2018-06-17-1857-18S.LC10__001_00_01,36.995,200.0
TR,2018-06-15-0611-50S.LC10__001_00_01,39.995,200.0
TR,2018-03-03-2027-08S.LC04__001_00_01,111.995,200.0
TC,2018-04-12-0348-01S.LC10__001_00_01,78.995,200.0
TC,2018-08-07-0016-23S.LC09__001_00_01,156.995,200.0
TR,2018-04-18-1046-25S.LC10__001_00_01,38.995,200.0
TC,2018-05-27-1310-40S.B2DA__001_00_01,139.998,500.0
HY,2018-06-21-2014-00S.LC10__001_00_01,99.995,200.0
LP,2018-05-07-1115-28S.LC10__001_00_01,171.995,200.0
TC,2018-09-13-1311-48S.LC05__001_00_01,111.995,200.0
TC,2018-04-11-1913-43S.LC07__001_00_01,19.995,200.0
VT,2018-06-16-2038-08S.LC10__001_00_01,15.995,200.0
VT,2018-08-27-1416-05S.LC09__001_00_01,24.995,200.0
TC,2018-04-14-1244-02S.LC07__001_00_01,24.995,200.0
HY,2018-04-08-1744-05S.LC10__001_00_01,24.995,200.0
TC,2018-08-13-0139-50S.LC05__001_00_01,149.995,200.0
VT,2018-04-24-1215-32S.LC10__001_00_01,9.995,200.0
TC,2018-08-29-1739-24S.LC05__001_00_01,65.995,200.0
VT,2018-04-14-0647-15S.LC10__001_00_01,29.995,200.0
TC,2018-03-12-1156-15S.LC10__001_00_01,25.995,200.0
VT,2018-06-01-2312-20S.LC10__001_00_01,19.995,200.0
LP,2018-09-23-1835-00S.LC05__001_00_01,39.995,200.0
TR,2018-08-23-1736-34S.LC09__001_00_01,55.995,200.0
TC,2018-03-20-0612-10S.LC10__001_00_01,29.995,200.0
TC,2018-08-05-0319-37S.LC03__001_00_01,32.995,200.0
VT,2018-05-17-1023-20S.LC10__001_00_01,29.995,200.0
TC,2018-06-19-1934-20S.LC07__001_00_01,29.995,200.0
TC,2018-04-27-2207-29S.LC10__001_00_01,19.995,200.0
VT,2018-03-27-2256-39S.LC07__001_00_01,9.995,200.0
TC,2018-04-01-0510-00S.LC10__001_00_01,94.995,200.0
VT,2018-03-07-0948-28S.LC10__001_00_01,26.995,200.0
TC,2018-05-01-1731-20S.LC10__001_00_01,59.995,200.0
VT,2018-05-13-0717-59S.LC10__001_00_01,15.995,200.0
TC,2018-06-29-2228-45S.LC05__001_00_01,54.995,200.0
TR,2018-10-01-1703-25S.LC04__001_00_01,64.995,200.0
VT,2018-03-26-1034-06S.LC10__001_00_01,10.995,200.0
VT,2018-03-04-0932-00S.LC05__001_00_01,14.995,200.0
VT,2018-05-07-1422-20S.LC10__001_00_01,29.995,200.0
TC,2018-06-23-1733-31S.LC10__001_00_01,68.995,200.0
TC,2018-06-30-0414-10S.LC05__001_00_01,109.995,200.0
VT,2018-03-07-1927-18S.LC10__001_00_01,6.995,200.0
VT,2018-05-12-1148-40S.LC10__001_00_01,19.995,200.0
TC,2018-06-24-0629-00S.LC04__001_00_01,79.995,200.0
VT,2018-06-08-1726-45S.LC10__001_00_01,14.995,200.0
TC,2018-05-23-2111-50S.LC10__001_00_01,39.995,200.0
VT,2018-03-16-1408-28S.LC10__001_00_01,15.995,200.0
VT,2018-05-09-2022-32S.LC10__001_00_01,22.995,200.0
VT,2018-06-18-2111-22S.LC07__001_00_01,87.995,200.0
TC,2018-04-13-2248-36S.LC10__001_00_01,73.995,200.0
VT,2018-09-26-1936-56S.LC05__001_00_01,13.995,200.0
TC,2018-07-05-1014-25S.LC10__001_00_01,19.995,200.0
HY,2018-06-19-0351-20S.LC10__001_00_01,29.995,200.0
LP,2018-10-10-1347-16S.LC05__001_00_01,31.995,200.0
TC,2018-06-29-0138-38S.LC10__001_00_01,121.995,200.0
VT,2018-04-21-1151-18S.LC10__001_00_01,9.995,200.0
TR,2018-04-12-0129-33S.LC10__001_00_01,15.995,200.0
